"id","y_2020"
180390001001,7.44
180390001002,6.37
180390002011,6.75
180390002012,0.0
180390002021,3.52
180390002022,0.0
180390002023,0.0
180390003011,1.23
180390003012,4.47
180390003021,0.0
180390003022,6.19
180390003023,0.0
180390003024,8.12
180390003025,12.19
180390004001,0.0
180390004002,2.6
180390004003,1.06
180390004004,1.83
180390005011,0.0
180390005012,12.99
180390005013,2.31
180390005014,0.0
180390005021,10.82
180390005022,1.83
180390005023,7.27
180390005024,3.92
180390006011,0.0
180390006012,0.0
180390006021,2.29
180390006022,0.0
180390006023,0.0
180390007011,0.0
180390007012,12.4
180390007013,3.71
180390007021,0.0
180390007022,7.23
180390007023,6.46
180390008011,1.41
180390008012,0.0
180390008031,4.07
180390008032,0.0
180390008041,0.0
180390008042,0.0
180390008043,0.0
180390009011,3.64
180390009012,0.31
180390009013,0.0
180390009021,6.95
180390009022,0.0
180390010001,3.26
180390010002,0.0
180390010003,0.0
180390011001,1.8
180390011002,1.26
180390011003,2.04
180390012001,0.0
180390012002,5.37
180390012003,0.0
180390012004,0.0
180390013011,1.08
180390013012,0.0
180390013013,3.39
180390013021,0.0
180390013022,0.0
180390013023,0.0
180390014011,10.46
180390014012,2.5
180390014013,2.51
180390014014,0.0
180390014021,4.19
180390014022,6.21
180390015011,1.68
180390015012,3.69
180390015013,2.43
180390015021,7.78
180390015022,5.14
180390015023,0.0
180390015024,2.61
180390016011,0.0
180390016012,6.01
180390016013,42.68
180390016014,0.0
180390016021,0.0
180390016022,3.29
180390016023,7.53
180390017011,15.81
180390017012,0.0
180390017021,3.4
180390017022,0.0
180390017023,0.0
180390017024,10.23
180390017025,14.76
180390018011,1.18
180390018012,8.77
180390018013,4.02
180390018021,4.81
180390018022,8.84
180390018023,0.0
180390018024,0.0
180390018025,1.87
180390019011,0.0
180390019012,15.91
180390019013,0.0
180390019014,3.23
180390019015,23.53
180390019021,4.92
180390019022,0.0
180390019023,2.02
180390020011,3.84
180390020012,0.0
180390020021,0.0
180390020022,0.0
180390020023,9.47
180390021011,0.0
180390021012,5.24
180390021013,6.77
180390021021,0.0
180390021022,1.95
180390021023,0.0
180390021024,4.77
180390022011,0.0
