"id","y_2020"
180390001001,9.73
180390001002,14.33
180390002011,11.3
180390002012,14.57
180390002021,10.99
180390002022,4.54
180390002023,0.0
180390003011,19.44
180390003012,16.67
180390003021,8.52
180390003022,7.96
180390003023,0.0
180390003024,13.89
180390003025,2.86
180390004001,7.54
180390004002,8.96
180390004003,13.9
180390004004,6.96
180390005011,0.0
180390005012,9.67
180390005013,14.43
180390005014,8.67
180390005021,2.92
180390005022,13.41
180390005023,8.02
180390005024,1.57
180390006011,26.18
180390006012,11.2
180390006021,14.83
180390006022,12.35
180390006023,19.49
180390007011,5.59
180390007012,12.6
180390007013,11.6
180390007021,0.0
180390007022,5.74
180390007023,21.23
180390008011,13.36
180390008012,5.69
180390008031,10.18
180390008032,6.17
180390008041,29.13
180390008042,3.14
180390008043,7.26
180390009011,10.0
180390009012,19.35
180390009013,12.88
180390009021,5.35
180390009022,21.48
180390010001,12.5
180390010002,15.5
180390010003,14.58
180390011001,10.25
180390011002,2.52
180390011003,57.43
180390012001,13.17
180390012002,6.96
180390012003,18.39
180390012004,18.16
180390013011,14.1
180390013012,19.3
180390013013,9.66
180390013021,9.22
180390013022,11.72
180390013023,0.0
180390014011,17.61
180390014012,1.59
180390014013,19.27
180390014014,15.91
180390014021,12.44
180390014022,11.72
180390015011,6.23
180390015012,0.0
180390015013,23.27
180390015021,8.7
180390015022,19.76
180390015023,19.93
180390015024,7.26
180390016011,9.71
180390016012,10.21
180390016013,7.05
180390016014,47.21
180390016021,12.6
180390016022,6.95
180390016023,15.16
180390017011,0.78
180390017012,12.08
180390017021,5.74
180390017022,25.72
180390017023,4.52
180390017024,19.8
180390017025,0.0
180390018011,28.84
180390018012,0.0
180390018013,10.42
180390018021,9.22
180390018022,15.29
180390018023,19.96
180390018024,7.63
180390018025,8.93
180390019011,6.29
180390019012,0.0
180390019013,0.0
180390019014,20.48
180390019015,0.0
180390019021,5.6
180390019022,12.2
180390019023,3.36
180390020011,6.51
180390020012,5.43
180390020021,11.71
180390020022,9.74
180390020023,15.6
180390021011,0.0
180390021012,14.83
180390021013,12.0
180390021021,21.88
180390021022,3.9
180390021023,0.0
180390021024,0.42
180390022011,10.61
180390022012,0.0
180390022013,0.0
180390022021,0.0
180390022022,0.0
180390022023,16.04
180390022024,1.78
180390023001,5.42
180390023002,0.0
180390023003,3.19
180390024001,7.41
180390024002,5.13
180390024003,17.04
180390024004,4.84
180390024005,2.76
180390026001,0.0
180390026002,20.0
180390026003,10.24
180390026004,0.0
180390026005,0.0
180390027001,31.55
180390027002,8.02
180390027003,0.0
180390029001,0.0
180390029002,0.0
180390029003,5.87
180390029004,14.68
180390029005,4.97
180910401001,0.0
180910401002,4.26
180910403001,2.33
180910403002,0.0
180910403003,0.28
180910404001,12.38
180910404002,11.16
180910404003,13.04
180910405001,9.52
180910405002,9.88
180910405003,9.85
180910406001,0.0
180910406002,8.03
180910406003,11.06
180910407001,1.93
180910407002,0.0
180910408001,25.35
180910408002,0.68
180910408003,2.27
180910409001,1.76
180910411001,11.45
180910411002,4.05
180910412001,15.91
180910413001,6.73
180910413002,2.4
180910414001,5.08
180910414002,0.0
180910414003,0.88
180910415001,19.07
180910415002,6.38
180910415003,3.17
180910416001,9.06
180910416002,0.0
180910416003,22.34
180910416004,0.0
180910417001,7.33
180910417002,8.02
180910417003,4.64
180910418001,13.03
180910418002,6.14
180910418003,8.38
180910418004,4.28
180910419001,15.96
180910419002,36.55
180910419003,0.0
180910419004,20.3
180910419005,22.15
180910420001,20.29
180910420002,15.7
180910421001,0.0
180910421002,0.0
180910421003,0.0
180910421004,10.09
180910421005,3.87
180910422001,11.7
180910422002,15.91
180910423001,2.66
180910423002,3.17
180910424011,0.0
180910424012,19.76
180910424013,13.33
180910424021,22.25
180910424022,0.0
180910424023,11.7
180910425001,0.0
180910425002,3.21
180910425003,3.05
180910425004,6.82
180910426011,22.39
180910426012,11.83
180910426013,0.94
180910426014,3.49
180910426021,0.0
180910427001,9.19
180910427002,10.13
180910427003,5.6
180910427004,5.54
180910428001,17.93
180910428002,11.65
180910429001,11.95
180910429002,11.59
180910429003,10.34
180910430001,10.85
180910430002,0.0
180910430003,17.28
180919900000,
180990201011,7.3
180990201012,18.5
180990201013,3.08
180990201014,2.67
180990201021,14.2
180990201022,9.35
180990201023,19.13
180990202011,5.81
180990202012,8.73
180990202013,0.0
180990202021,13.19
180990202022,14.42
180990203011,9.29
180990203012,0.0
180990203013,5.65
180990203014,18.78
180990203021,11.17
180990203022,5.22
180990203023,6.09
180990204001,7.45
180990204002,1.08
180990204003,4.0
180990205001,0.0
180990205002,0.0
180990205003,6.9
180990206001,12.75
180990206002,13.36
180990206003,2.86
180990206004,6.47
180990207011,23.71
180990207012,22.38
180990207021,8.48
180990207022,9.38
180990207023,11.11
180990208001,8.43
180990208002,5.46
180990208003,9.31
180990208004,5.56
181410001001,3.86
181410001002,3.55
181410001003,3.54
181410002001,15.56
181410002002,3.28
181410002003,0.0
181410002004,0.0
181410003011,6.87
181410003012,0.0
181410003013,15.35
181410003021,4.85
181410003022,3.56
181410004001,0.0
181410004002,0.0
181410004003,1.55
181410005001,3.48
181410005002,0.0
181410006001,11.11
181410006002,0.0
181410006003,9.09
181410007001,5.68
181410007002,1.43
181410008001,10.19
181410008002,9.23
181410009001,9.2
181410009002,2.15
181410010001,6.75
181410010002,13.13
181410010003,19.1
181410010004,9.86
181410011001,12.95
181410011002,10.57
181410011003,11.5
181410011004,7.74
181410012001,10.48
181410012002,24.7
181410012003,22.45
181410013001,8.1
181410013002,1.79
181410014001,13.64
