"id","y_2017","y_2018","y_2019","y_2020","y_2021"
180390001001,12.66,0.0,0.0,0.0,0.0
180390001002,0.0,0.0,0.0,0.0,0.0
180390003011,0.0,0.0,0.0,0.0,0.0
180390003021,100.0,0.0,0.0,0.0,0.0
180390003022,100.0,100.0,100.0,,
180390003023,0.0,0.0,0.0,0.0,0.0
180390003024,0.0,0.0,0.0,0.0,
180390003025,0.0,0.0,0.0,0.0,0.0
180390004001,0.0,0.0,0.0,0.0,0.0
180390004002,0.0,0.0,0.0,0.0,0.0
180390004003,0.0,0.0,11.76,0.0,0.0
180390005011,31.13,17.35,20.72,0.0,0.0
180390005012,0.0,0.0,0.0,0.0,0.0
180390005021,0.0,,,,
180390005022,0.0,0.0,0.0,0.0,0.0
180390005023,7.85,8.6,7.45,0.0,0.0
180390008011,16.36,0.0,0.0,0.0,0.0
180390008012,56.15,57.84,26.32,31.9,22.32
180390010001,0.0,0.0,0.0,0.0,0.0
180390010002,0.0,78.12,63.64,88.57,59.52
180390010003,0.0,0.0,0.0,0.0,0.0
180390011001,34.3,29.94,27.68,12.25,22.53
180390011002,27.78,54.84,57.74,65.38,67.36
180390011003,0.0,0.0,0.0,0.0,0.0
180390012001,0.0,0.0,0.0,0.0,0.0
180390012002,0.0,,0.0,0.0,0.0
180390012003,0.0,0.0,0.0,0.0,
180390012004,30.0,48.65,47.92,0.0,47.46
180390015011,16.94,5.98,8.25,0.0,0.0
180390015012,0.0,0.0,0.0,13.16,8.7
180390015021,0.0,0.0,0.0,0.0,0.0
180390015022,0.0,0.0,0.0,0.0,0.0
180390015023,11.02,10.84,0.0,0.0,0.0
180390016011,26.83,50.0,39.62,36.59,0.0
180390016012,0.0,9.19,9.23,19.75,18.39
180390016013,0.0,0.0,0.0,0.0,0.0
180390016021,21.78,33.03,0.0,0.0,0.0
180390016022,0.0,0.0,0.0,0.0,0.0
180390016023,0.0,0.0,0.0,0.0,0.0
180390017011,8.24,0.0,0.0,0.0,0.0
180390017021,0.0,0.0,0.0,0.0,0.0
180390017022,,,,,
180390017023,0.0,0.0,0.0,0.0,0.0
180390017024,,,,,
180390017025,29.87,26.32,26.98,33.33,100.0
180390018011,27.03,25.64,23.64,23.53,33.33
180390018012,,,0.0,0.0,0.0
180390018013,0.0,12.0,9.82,6.76,6.59
180390018021,0.0,0.0,0.0,0.0,0.0
180390018022,0.0,0.0,0.0,0.0,0.0
180390018023,,0.0,0.0,0.0,0.0
180390018024,0.0,0.0,0.0,0.0,0.0
180390019011,0.0,0.0,0.0,0.0,0.0
180390019012,0.0,0.0,0.0,0.0,100.0
180390019013,80.41,70.54,62.04,49.04,0.0
180390019014,0.0,0.0,0.0,0.0,0.0
180390019015,0.0,0.0,0.0,0.0,0.0
