"id","y_2020"
180390001001,699
180390001002,314
180390002011,637
180390002012,460
180390002021,455
180390002022,485
180390002023,323
180390003011,648
180390003012,492
180390003021,364
180390003022,226
180390003023,510
180390003024,727
180390003025,1083
180390004001,305
180390004002,346
180390004003,662
180390004004,273
180390005011,309
180390005012,331
180390005013,866
180390005014,542
180390005021,342
180390005022,492
180390005023,399
180390005024,638
180390006011,741
180390006012,741
180390006021,654
180390006022,575
180390006023,313
180390007011,322
180390007012,516
180390007013,431
180390007021,271
180390007022,470
180390007023,325
180390008011,569
180390008012,545
180390008031,393
180390008032,891
180390008041,381
180390008042,382
180390008043,937
180390009011,220
180390009012,646
180390009013,233
180390009021,374
180390009022,284
180390010001,368
180390010002,413
180390010003,816
180390011001,556
180390011002,476
180390011003,538
180390012001,539
180390012002,503
180390012003,435
180390012004,501
180390013011,461
180390013012,285
180390013013,383
180390013021,347
180390013022,367
180390013023,321
180390014011,545
180390014012,440
180390014013,358
180390014014,352
180390014021,908
180390014022,580
180390015011,835
180390015012,298
180390015013,782
180390015021,1080
180390015022,253
180390015023,602
180390015024,537
180390016011,340
180390016012,715
180390016013,553
180390016014,341
180390016021,389
180390016022,547
180390016023,943
180390017011,639
180390017012,803
180390017021,470
180390017022,276
180390017023,398
180390017024,303
180390017025,508
180390018011,593
180390018012,228
180390018013,921
180390018021,499
180390018022,543
180390018023,486
180390018024,380
180390018025,963
180390019011,302
180390019012,132
180390019013,563
180390019014,835
180390019015,323
180390019021,589
180390019022,500
180390019023,446
180390020011,599
180390020012,828
180390020021,410
180390020022,503
180390020023,359
180390021011,171
180390021012,573
180390021013,650
180390021021,457
180390021022,462
180390021023,173
180390021024,943
180390022011,198
180390022012,1036
180390022013,406
180390022021,269
180390022022,292
180390022023,268
180390022024,729
180390023001,480
180390023002,178
180390023003,345
180390024001,297
180390024002,234
180390024003,358
180390024004,413
180390024005,471
180390026001,381
180390026002,185
180390026003,576
180390026004,245
180390026005,299
180390027001,374
180390027002,212
180390027003,130
180390029001,135
180390029002,699
180390029003,1005
180390029004,109
180390029005,342
180910401001,33
180910401002,658
180910403001,215
180910403002,280
180910403003,362
180910404001,323
180910404002,484
180910404003,253
180910405001,399
180910405002,334
180910405003,822
180910406001,430
180910406002,760
180910406003,841
180910407001,362
180910407002,250
180910408001,497
180910408002,295
180910408003,309
180910409001,909
180910411001,751
180910411002,617
180910412001,591
180910413001,669
180910413002,333
180910414001,787
180910414002,563
180910414003,679
180910415001,1033
180910415002,329
180910415003,882
180910416001,342
180910416002,885
180910416003,1325
180910416004,314
180910417001,273
180910417002,773
180910417003,302
180910418001,706
180910418002,407
180910418003,191
180910418004,607
180910419001,470
180910419002,238
180910419003,408
180910419004,330
180910419005,325
180910420001,552
180910420002,433
180910421001,187
180910421002,248
180910421003,489
180910421004,446
180910421005,1084
180910422001,675
180910422002,660
180910423001,451
180910423002,630
180910424011,358
180910424012,248
180910424013,750
180910424021,418
180910424022,837
180910424023,855
180910425001,380
180910425002,560
180910425003,557
180910425004,718
180910426011,393
180910426012,482
180910426013,319
180910426014,430
180910426021,41
180910427001,664
180910427002,533
180910427003,411
180910427004,451
180910428001,474
180910428002,678
180910429001,410
180910429002,414
180910429003,938
180910430001,424
180910430002,631
180910430003,81
180919900000,0
180990201011,630
180990201012,735
180990201013,390
180990201014,375
180990201021,479
180990201022,321
180990201023,230
180990202011,740
180990202012,332
180990202013,339
180990202021,455
180990202022,617
180990203011,183
180990203012,313
180990203013,478
180990203014,410
180990203021,394
180990203022,345
180990203023,509
180990204001,255
180990204002,557
180990204003,500
180990205001,826
180990205002,201
180990205003,174
180990206001,541
180990206002,494
180990206003,315
180990206004,587
180990207011,485
180990207012,800
180990207021,401
180990207022,320
180990207023,315
180990208001,249
180990208002,604
180990208003,462
180990208004,504
181410001001,311
181410001002,310
181410001003,396
181410002001,360
181410002002,274
181410002003,339
181410002004,206
181410003011,335
181410003012,108
181410003013,508
181410003021,907
181410003022,281
181410004001,315
181410004002,289
181410004003,322
181410005001,374
181410005002,267
181410006001,288
181410006002,232
181410006003,165
181410007001,264
181410007002,629
181410008001,373
181410008002,336
181410009001,348
181410009002,279
181410010001,637
181410010002,259
181410010003,267
181410010004,294
181410011001,332
181410011002,265
181410011003,574
181410011004,452
181410012001,315
181410012002,247
181410012003,294
181410013001,630
181410013002,447
181410014001,308
181410014002,331
181410014003,239
181410014004,793
181410015001,197
181410015002,340
181410015003,454
181410015004,411
181410016001,521
181410016002,492
181410017001,473
181410017002,222
181410019001,168
181410019002,284
181410020001,197
181410020002,517
181410021001,217
181410021002,257
181410022001,297
181410022002,228
181410022003,172
181410022004,124
181410023001,215
181410023002,377
181410024001,268
181410024002,344
181410024003,244
181410025001,185
181410025002,410
181410026001,414
181410026002,526
181410026003,409
181410027001,330
181410028001,504
181410028002,397
181410029001,329
181410030001,161
181410030002,431
181410031001,292
181410031002,346
181410031003,123
181410031004,355
181410031005,249
181410032001,382
181410032002,412
181410032003,612
181410032004,408
181410032005,186
181410033001,391
181410033002,406
181410033003,388
181410034001,192
181410034002,400
181410034003,435
181410034004,317
181410035001,693
181410035002,773
181410101001,330
181410101002,231
181410101003,199
181410101004,317
181410102011,281
181410102012,575
181410102013,674
181410102021,565
181410102022,309
181410103001,250
181410103002,984
181410103003,415
181410103004,344
181410103005,184
181410104001,627
181410104002,453
181410104003,347
181410105001,348
181410105002,644
181410105003,280
181410106001,292
181410106002,259
181410106003,595
181410106004,361
181410107001,377
181410107002,317
181410107003,199
181410107004,266
181410107005,491
181410108001,509
181410108002,191
181410108003,599
181410108004,313
181410109011,449
181410109012,547
181410109013,938
181410109021,809
181410109022,613
181410110011,895
181410110012,275
181410110021,570
181410110022,273
181410110023,1413
181410111001,342
181410111002,542
181410111003,261
181410111004,97
181410111005,434
181410112031,364
181410112032,146
181410112033,195
181410113031,694
181410113032,231
181410113033,593
181410113034,587
181410113035,636
181410113041,862
181410113051,754
181410113052,905
181410113061,226
181410113062,406
181410113063,684
181410113071,623
181410113072,303
181410113073,312
181410113081,575
181410113082,620
181410113083,683
181410113091,297
181410113092,553
181410113093,534
181410113101,542
181410113102,369
181410113103,363
181410114031,907
181410114032,1043
181410114033,348
181410114041,464
181410114042,576
181410114043,287
181410114044,709
181410114051,240
181410114052,432
181410114053,570
181410114061,562
181410114062,761
181410114063,538
181410115011,966
181410115012,833
181410115013,660
181410115031,568
181410115032,370
181410115041,643
181410115051,328
181410115052,965
181410115053,684
181410115061,931
181410115062,1472
181410116021,1279
181410116022,436
181410116023,662
181410116024,616
181410116031,953
181410116032,873
181410116041,749
181410116042,653
181410117011,1025
181410117012,466
181410117031,186
181410117032,479
181410117033,536
181410117034,285
181410117041,576
181410117042,1049
181410117043,358
181410118011,505
181410118031,378
181410118032,591
181410118033,509
181410118041,370
181410118042,550
181410119001,462
181410119002,647
181410119003,642
181410120001,464
181410120002,364
181410120003,447
181410120004,359
181410121001,344
181410121002,297
181410121003,322
181410121004,329
181410122001,329
181410122002,353
181410122003,427
181410123001,485
181410123002,414
181410123003,298
181410123004,188
181410124001,374
181410124002,228
181499536001,695
181499536002,565
181499537001,282
181499537002,223
181499537003,221
181499537004,420
181499538001,419
181499538002,370
181499538003,362
181499539001,363
181499539002,379
181499540001,498
181499540002,290
181499540003,273
181499540004,342
181499541001,573
181499541002,333
181499541003,467
181499542001,576
181499542002,382
181499542003,182
181499542004,259
