"id","y_2017","y_2018","y_2019","y_2020","y_2021"
180390001001,57678.6,60517.96,63445.59,74650.35,68835.33619
180390001002,49295.3,57916.31,56522.46,56677.3,63261.78344
180390003011,71346.49,79404.95,80505.02,106899.3,109607.2531
180390003021,57950.5,58100.0,65676.65,67300.94,73819.23077
180390003022,32817.7,37077.36,41289.81,39735.48,49342.47788
180390003023,49441.38,38936.64,42099.73,63719.07,62884.70588
180390003024,52327.97,65118.66,69825.98,64736.22,62282.3934
180390003025,67344.88,72372.06,72397.87,46374.16,47818.37488
180390004001,68675.0,74804.38,76283.02,88200.0,89974.42623
180390004002,70976.67,78606.21,61898.39,68814.63,71426.5896
180390004003,88814.84,90176.39,98574.8,102358.5,94291.08761
180390005011,54246.22,57132.79,65555.56,45848.16,48206.79612
180390005012,58733.88,53914.96,55891.92,82696.33,80517.52266
180390005021,44716.19,49148.19,36900.6,46197.21,43792.10526
180390005022,50316.25,52108.22,63197.18,69183.37,70226.01626
180390005023,53826.21,58514.04,60499.39,124185.5,134103.5088
180390008011,68940.6,76399.43,95235.15,102198.3,101849.9121
180390008012,64254.38,70454.37,81520.87,87016.61,99237.06422
180390010001,47182.01,48758.38,50192.08,55725.0,67556.79348
180390010002,80745.05,89131.75,95441.06,91225.19,95172.39709
180390010003,83151.98,91145.19,99009.72,98876.24,101938.1127
180390011001,96990.96,109621.1,113292.2,80789.36,89453.77698
180390011002,96432.58,98258.82,99373.46,106155.4,124495.5882
180390011003,60918.95,58033.33,62069.88,87922.24,93564.68401
180390012001,64112.55,68494.76,65508.06,59780.15,57794.24861
180390012002,59356.12,57263.04,66499.04,60476.59,73982.50497
180390012003,76833.95,63207.86,66220.73,62583.04,66234.25287
180390012004,44020.18,51203.82,59044.86,57290.86,69630.13972
180390015011,48526.96,47786.57,50542.22,65980.27,68185.98802
180390015012,54896.91,58116.89,61418.06,55642.45,60369.79866
180390015021,77336.24,89286.53,89456.34,89592.82,84310.55556
180390015022,55982.61,60186.67,70590.09,80322.22,80972.33202
180390015023,84223.93,92377.71,90574.22,126363.6,133962.2924
180390016011,41425.39,42366.99,45792.13,47947.9,46175.0
180390016012,62313.48,75473.08,68055.99,71609.12,79614.54545
180390016013,52272.2,54950.38,50501.89,37033.94,41926.94394
180390016021,71669.12,74106.58,71771.51,64002.29,78402.05656
180390016022,47884.47,49761.99,49868.73,50190.03,49008.40951
180390016023,78662.51,80456.24,86159.13,94695.82,92013.99788
180390017011,64925.34,65609.69,68200.97,51231.44,51957.1205
180390017021,35203.91,35527.68,45636.67,42148.11,71671.2766
180390017022,71325.0,79903.28,89254.78,92765.24,123719.9275
180390017023,71818.7,74787.34,61250.59,57165.66,59428.39196
180390017024,37494.86,29999.08,21713.91,34646.76,40080.52805
180390017025,41551.42,42525.0,41941.6,39738.84,42436.81102
180390018011,64160.84,69801.84,72000.62,81640.13,85233.72681
180390018012,54443.1,53216.62,58277.85,62947.74,57738.15789
180390018013,82168.03,87588.36,77476.72,66800.69,75797.93702
180390018021,67895.09,81666.52,79029.58,75103.04,75186.17234
180390018022,79014.24,69848.78,61973.42,68647.42,82966.11418
180390018023,92150.79,100684.7,116923.3,100327.1,108770.3704
180390018024,68180.74,65456.93,73607.75,108083.9,92775.78947
180390019011,36049.09,34239.34,39569.9,38721.9,37075.16556
180390019012,44976.89,51698.86,49384.0,53395.95,62249.24242
180390019013,29980.58,26393.19,30702.88,27112.89,35333.9254
180390019014,66497.37,75104.5,81619.97,83215.7,84909.82036
180390019015,86428.67,99408.84,87156.13,52924.87,60164.08669
180390019021,81471.02,84406.33,84215.63,73752.99,83768.25127
180390019022,76245.88,80747.49,94400.62,134400.2,137832.6
180390021011,75059.03,73558.45,78300.17,67009.09,71128.07018
180390021012,63420.5,66659.11,66074.34,77613.02,80510.64572
180390021021,53193.61,56707.85,64377.53,71013.98,74839.60613
180390021022,49116.67,49981.18,53954.43,47947.17,54422.29437
180390021023,32416.29,33921.01,34075.13,47357.39,61060.69364
180390023001,41899.7,48876.12,52327.76,49480.27,54653.95833
180390023002,37702.09,42695.29,39116.4,38280.0,40193.25843
180390023003,35572.89,40429.65,38305.92,32979.58,32824.63768
180390024001,52521.47,55683.69,58053.91,55238.86,65471.04377
180390024002,44649.44,50704.84,52629.68,56993.07,61161.53846
180390024003,51768.15,51989.53,55881.25,64442.28,64542.4581
180390024004,40836.91,40623.64,47003.62,51031.55,45027.11864
180390024005,47744.97,49204.75,50278.83,50333.18,50494.69214
180390026001,33382.91,33921.13,36991.11,38712.47,35620.73491
180390026002,49169.27,56089.7,61983.42,67793.67,73828.10811
180390026003,41061.78,54380.0,56849.21,56122.38,60676.5625
180390026004,27109.29,28661.29,28570.25,27806.77,51809.38776
180390026005,16579.84,15781.46,14257.33,25333.2,21818.7291
180390027001,40994.67,39278.51,38155.35,55745.97,59735.29412
180390027002,48878.93,64886.59,70783.08,37729.35,40276.88679
180390027003,23991.39,25001.73,32942.41,32609.01,38501.53846
180390029001,22386.18,24849.74,30110.73,31355.87,36955.55556
180390029002,19700.0,18581.8,23660.04,19124.65,33210.30043
180390029003,67468.56,75540.0,67713.19,67175.64,76526.06965
180390029004,81829.52,72212.59,84641.73,76591.21,115242.2018
180390029005,49322.46,56230.77,59469.39,68435.59,70935.38012
180910401001,44895.32,52525.36,50541.45,48672.73,50539.39394
180910401002,,,48125.0,53799.86,57458.51064
180910403001,36981.17,40172.11,45761.45,46415.33,63940.93023
180910403002,53491.38,61188.33,53958.55,41714.91,47047.5
180910403003,50404.2,58419.54,58078.09,64221.26,66825.96685
180910404001,59231.53,55963.09,57873.43,59431.13,58113.0031
180910404002,67432.6,64014.16,68949.78,64616.09,68196.69421
180910404003,42580.59,49023.26,58213.45,56152.07,64656.12648
180910405001,50064.79,53469.46,51302.48,57757.92,59130.32581
180910405002,47960.51,53850.36,57048.28,59589.52,62299.7006
180910405003,55226.69,63424.65,75302.42,75426.2,73224.81752
180910406001,40895.27,35386.63,47273.79,50614.22,54580.0
180910406002,59729.83,56392.24,58199.27,64421.36,67202.23684
180910406003,52714.82,55712.09,45882.94,53563.73,60499.04875
180910407001,62911.26,63506.14,67182.39,70879.55,68204.41989
180910407002,54158.36,54798.67,54158.51,45562.66,49200.4
180910408001,50075.92,45377.83,55684.02,64989.14,71032.19316
180910408002,42919.54,35485.23,36228.34,49679.4,41406.10169
180910408003,54772.11,52038.6,48733.33,61989.01,58236.8932
180910409001,41199.38,41870.24,44039.94,44242.29,44622.88229
180910411001,110756.5,107621.8,122890.5,129396.9,132009.0546
180910411002,78749.14,86660.91,95325.48,86979.73,96007.29335
180910412001,136820.4,131711.3,144977.6,136753.0,129373.7733
180910413001,46568.69,42694.35,39496.61,56365.71,60067.1151
180910413002,58080.22,53824.28,51075.5,50394.98,46776.87688
180910414001,56646.45,63395.93,67665.95,67243.3,60432.02033
180910414002,35901.94,34509.09,32266.37,34158.59,36091.29663
180910414003,39473.97,46641.38,45146.82,44419.37,47661.56112
180910415001,77994.76,84392.89,84659.86,89563.93,95877.15392
180910415002,83718.75,81173.2,83446.47,84448.9,72906.07903
180910415003,84572.7,94561.36,87686.66,73209.01,74645.46485
180910416001,52987.69,57179.38,58083.21,57432.66,50306.72515
180910416002,53095.42,53716.2,53470.83,51467.69,55594.12429
180910416003,89740.61,92122.06,93677.59,101569.2,112424.9811
180910416004,80580.99,61757.32,51324.78,57604.17,61092.99363
180910417001,64886.05,72370.1,79435.68,73534.75,87707.32601
180910417002,108876.0,98894.87,96965.97,102923.7,114737.3868
180910417003,75936.96,90788.35,107051.5,85878.57,88417.21854
180910418001,52883.48,51096.99,55097.92,56333.08,72747.87535
180910418002,87251.07,88397.94,101604.7,101047.2,100817.4447
180910418003,170116.3,246320.5,275016.8,98676.56,137671.7277
180910418004,57947.38,65213.48,68357.4,81427.16,89652.05931
180910419001,83196.22,94808.64,98301.86,92216.19,104562.1277
180910419002,80802.18,93984.8,119460.9,78639.03,86020.58824
180910419003,63805.07,69478.43,67765.91,74715.73,71593.38235
180910419004,64487.09,73551.67,80753.54,99852.71,102962.4242
180910419005,82286.71,89937.28,89191.41,102536.5,103323.3846
180910420001,91302.0,105955.1,115269.9,121166.6,155864.4928
180910420002,41542.49,40979.71,46826.83,47869.75,49421.01617
180910421001,36214.33,34625.48,28863.82,28798.85,24720.32086
180910421002,45271.62,52227.15,64283.92,62697.52,75306.04839
180910421003,53458.04,50696.63,50536.23,57172.49,45903.47648
180910421004,48712.34,54309.51,61300.0,70194.19,60917.04036
180910421005,40245.55,50004.75,47005.96,50965.91,62750.1845
180910422001,56651.44,57650.36,67872.95,74420.06,91365.33333
180910422002,66493.43,66668.58,65587.76,73102.79,80806.51515
180910423001,40992.18,42598.8,39637.34,37472.73,39232.15078
180910423002,35334.81,37080.38,41010.81,44979.66,40772.38095
180910425001,57333.06,45269.09,42885.46,31782.51,33466.31579
180910425002,103243.7,111185.4,112300.6,48933.05,47034.82143
180910425003,44309.31,50424.02,49179.87,112371.0,114717.2352
180910427001,82603.76,88664.31,101696.3,99551.11,100932.3795
180910427002,83216.55,80488.62,75385.99,66927.68,69819.88743
180910427003,71124.68,69911.78,64171.43,62073.82,69415.57178
180910427004,39666.58,48650.51,48708.36,53837.53,55920.17738
180910428001,75559.15,80163.8,84327.56,93934.07,108739.0295
180910428002,93169.78,97957.78,99380.29,105160.6,103890.708
180910429001,65640.92,65996.77,68334.44,65138.43,70050.73171
180910429002,95479.44,92115.71,89461.81,86662.24,73393.23671
180910429003,71469.21,70133.62,68849.87,60132.48,61764.28571
180910430001,98947.12,105668.3,94540.66,96251.49,79469.81132
180910430002,34970.22,36078.53,40140.49,43175.77,38995.24564
180919900000,,,,,
180990201011,55855.39,56613.73,49629.95,51346.14,53833.33333
180990201012,55498.29,68699.44,75408.32,81516.08,88446.53061
180990201013,50406.59,50199.11,39346.41,39649.56,46240.51282
180990201014,65536.51,61777.62,60211.58,56464.07,82568.26667
180990201021,81392.59,90101.55,92356.85,92264.17,113003.1315
180990201022,116821.6,97030.64,102316.2,90355.39,100699.0654
180990201023,57460.74,71623.31,64473.11,67596.98,71739.56522
180990202011,55731.25,57520.13,60281.59,75263.55,75700.81081
180990202012,74641.44,72343.64,64368.78,62774.04,60003.01205
180990202013,55053.79,50313.85,43673.43,48296.51,68163.42183
180990202021,63673.52,93898.3,98209.84,100051.3,106136.7033
180990202022,61582.35,58590.58,57560.62,64148.66,64559.64344
180990203011,68259.47,52068.29,55154.4,64434.3,74165.02732
180990203012,74864.6,77856.49,73340.61,86168.5,103717.2524
180990203013,103624.8,101321.1,104199.4,101800.9,93709.20502
