"id","y_2020"
180390001001,0.0
180390001002,6.37
180390002011,0.0
180390002012,14.35
180390002021,0.0
180390002022,18.97
180390002023,0.0
180390003011,2.62
180390003012,2.03
180390003021,4.4
180390003022,0.0
180390003023,0.0
180390003024,0.0
180390003025,11.54
180390004001,0.0
180390004002,9.25
180390004003,1.66
180390004004,0.0
180390005011,11.97
180390005012,0.0
180390005013,10.97
180390005014,3.32
180390005021,27.19
180390005022,7.72
180390005023,0.0
180390005024,10.97
180390006011,0.0
180390006012,1.35
180390006021,0.0
180390006022,0.0
180390006023,0.0
180390007011,2.17
180390007012,3.1
180390007013,7.42
180390007021,0.0
180390007022,0.43
180390007023,0.0
180390008011,1.76
180390008012,4.59
180390008031,10.18
180390008032,2.47
180390008041,0.0
180390008042,0.0
180390008043,0.0
180390009011,3.64
180390009012,0.0
180390009013,0.0
180390009021,10.43
180390009022,0.0
180390010001,5.98
180390010002,2.42
180390010003,5.39
180390011001,6.65
180390011002,1.26
180390011003,0.0
180390012001,3.15
180390012002,3.18
180390012003,2.53
180390012004,11.58
180390013011,0.0
180390013012,0.0
180390013013,0.0
180390013021,2.88
180390013022,1.63
180390013023,27.41
180390014011,1.65
180390014012,0.0
180390014013,0.0
180390014014,2.56
180390014021,3.41
180390014022,8.45
180390015011,6.59
180390015012,8.72
180390015013,6.27
180390015021,0.0
180390015022,0.0
180390015023,6.81
180390015024,0.0
180390016011,5.59
180390016012,0.0
180390016013,0.0
180390016014,0.0
180390016021,2.31
180390016022,8.96
180390016023,0.85
180390017011,10.33
180390017012,4.11
180390017021,0.0
180390017022,0.0
180390017023,16.33
180390017024,11.55
180390017025,3.94
180390018011,5.4
180390018012,3.95
180390018013,0.98
180390018021,0.0
180390018022,0.0
180390018023,5.97
180390018024,7.37
180390018025,3.74
180390019011,22.85
180390019012,0.0
180390019013,47.96
180390019014,1.56
180390019015,1.24
180390019021,0.0
180390019022,3.4
180390019023,1.35
180390020011,2.34
180390020012,0.0
180390020021,15.85
180390020022,6.96
180390020023,0.0
180390021011,6.43
180390021012,1.57
180390021013,1.08
180390021021,3.5
180390021022,5.19
180390021023,0.0
180390021024,13.26
180390022011,6.57
180390022012,24.32
180390022013,1.48
180390022021,11.52
180390022022,0.0
180390022023,7.84
180390022024,7.41
180390023001,7.92
180390023002,6.18
180390023003,2.9
180390024001,13.8
180390024002,0.0
180390024003,0.0
180390024004,2.91
180390024005,8.92
180390026001,17.59
180390026002,0.0
180390026003,3.47
180390026004,11.43
180390026005,33.78
180390027001,13.1
180390027002,9.91
180390027003,4.62
180390029001,12.59
180390029002,35.19
180390029003,4.58
180390029004,0.0
180390029005,0.0
180910401001,0.0
180910401002,7.6
180910403001,0.0
180910403002,9.64
180910403003,2.49
180910404001,2.48
180910404002,4.55
180910404003,0.0
180910405001,0.0
180910405002,6.29
180910405003,1.09
180910406001,0.0
180910406002,1.58
180910406003,11.53
180910407001,2.76
180910407002,1.6
180910408001,3.02
180910408002,13.22
180910408003,2.91
180910409001,9.24
180910411001,4.39
180910411002,5.19
180910412001,4.4
180910413001,15.25
180910413002,10.51
180910414001,0.0
180910414002,2.84
180910414003,14.73
180910415001,3.1
180910415002,6.08
180910415003,4.65
180910416001,5.26
180910416002,2.26
180910416003,2.11
180910416004,0.0
180910417001,8.42
180910417002,4.4
180910417003,17.88
180910418001,6.66
180910418002,0.0
180910418003,0.0
180910418004,4.45
180910419001,4.26
180910419002,0.0
180910419003,0.0
180910419004,0.0
180910419005,0.0
180910420001,0.0
180910420002,8.31
180910421001,8.02
180910421002,0.0
180910421003,14.11
180910421004,5.16
180910421005,9.78
180910422001,0.74
180910422002,2.73
180910423001,7.98
180910423002,11.43
180910424011,0.0
180910424012,12.1
180910424013,0.0
180910424021,4.31
180910424022,4.42
180910424023,0.0
180910425001,0.0
180910425002,8.75
180910425003,2.15
180910425004,0.0
180910426011,0.0
180910426012,5.6
180910426013,0.0
180910426014,1.63
180910426021,0.0
180910427001,0.0
180910427002,0.19
180910427003,1.95
180910427004,5.1
180910428001,0.0
180910428002,0.0
180910429001,6.83
180910429002,0.0
180910429003,5.86
180910430001,5.66
180910430002,21.39
180910430003,0.0
180919900000,
180990201011,7.14
180990201012,0.0
180990201013,6.41
180990201014,0.0
180990201021,0.0
180990201022,0.0
180990201023,2.61
180990202011,7.57
180990202012,7.83
180990202013,5.31
180990202021,2.42
180990202022,2.11
180990203011,0.0
180990203012,3.19
180990203013,0.0
180990203014,25.37
180990203021,5.84
180990203022,0.0
180990203023,12.38
180990204001,0.0
180990204002,16.7
180990204003,15.4
180990205001,2.91
180990205002,3.98
180990205003,9.2
180990206001,0.74
180990206002,2.83
180990206003,10.16
180990206004,3.75
180990207011,5.15
180990207012,1.25
180990207021,2.24
180990207022,0.0
180990207023,10.16
180990208001,0.0
180990208002,3.48
180990208003,2.38
180990208004,10.32
181410001001,31.83
181410001002,13.23
181410001003,4.29
181410002001,3.06
181410002002,25.18
181410002003,5.01
181410002004,15.53
181410003011,10.15
181410003012,0.0
181410003013,0.0
181410003021,20.95
181410003022,0.0
181410004001,10.48
181410004002,14.19
181410004003,14.91
181410005001,17.38
181410005002,5.24
181410006001,5.9
181410006002,31.47
181410006003,2.42
181410007001,4.92
181410007002,0.79
181410008001,2.41
181410008002,1.79
181410009001,4.89
181410009002,4.66
181410010001,14.44
181410010002,3.47
181410010003,9.74
181410010004,0.0
181410011001,0.0
181410011002,5.28
181410011003,18.47
181410011004,9.07
181410012001,0.0
181410012002,1.21
181410012003,2.72
