"id","y_2020"
180390001001,13.59
180390001002,7.32
180390002011,2.98
180390002012,11.3
180390002021,0.0
180390002022,0.0
180390002023,16.1
180390003011,0.0
180390003012,0.0
180390003021,0.0
180390003022,0.0
180390003023,0.0
180390003024,0.0
180390003025,7.94
180390004001,4.92
180390004002,0.0
180390004003,0.0
180390004004,2.2
180390005011,3.24
180390005012,0.0
180390005013,5.2
180390005014,0.0
180390005021,0.0
180390005022,0.0
180390005023,0.0
180390005024,1.25
180390006011,0.0
180390006012,1.89
180390006021,0.0
180390006022,2.61
180390006023,8.31
180390007011,0.0
180390007012,0.78
180390007013,0.0
180390007021,7.01
180390007022,3.62
180390007023,7.38
180390008011,0.0
180390008012,1.28
180390008031,0.76
180390008032,0.0
180390008041,0.0
180390008042,0.0
180390008043,10.99
180390009011,0.45
180390009012,0.0
180390009013,0.0
180390009021,0.0
180390009022,0.0
180390010001,2.72
180390010002,0.97
180390010003,0.86
180390011001,0.9
180390011002,0.0
180390011003,4.28
180390012001,4.82
180390012002,6.96
180390012003,0.0
180390012004,0.0
180390013011,4.34
180390013012,0.0
180390013013,6.53
180390013021,0.0
180390013022,0.0
180390013023,0.0
180390014011,0.0
180390014012,0.0
180390014013,13.97
180390014014,0.0
180390014021,1.65
180390014022,10.17
180390015011,2.51
180390015012,0.0
180390015013,1.02
180390015021,0.0
180390015022,0.0
180390015023,7.14
180390015024,0.0
180390016011,3.82
180390016012,2.1
180390016013,0.0
180390016014,0.0
180390016021,0.0
180390016022,9.51
180390016023,1.06
180390017011,2.35
180390017012,2.62
180390017021,2.34
180390017022,5.43
180390017023,0.0
180390017024,17.82
180390017025,3.35
180390018011,1.01
180390018012,0.0
180390018013,1.95
180390018021,0.0
180390018022,4.42
180390018023,5.76
180390018024,0.0
180390018025,1.35
180390019011,0.0
180390019012,0.0
180390019013,0.0
180390019014,0.0
180390019015,0.0
180390019021,2.89
180390019022,2.6
180390019023,3.81
180390020011,6.34
180390020012,1.33
180390020021,0.0
180390020022,0.0
180390020023,0.0
180390021011,11.7
180390021012,0.0
180390021013,0.0
180390021021,2.41
180390021022,19.05
180390021023,0.0
180390021024,5.73
180390022011,7.58
180390022012,0.0
180390022013,0.0
180390022021,0.0
180390022022,0.0
180390022023,5.22
180390022024,2.74
180390023001,4.58
180390023002,14.04
180390023003,23.19
180390024001,0.0
180390024002,5.56
180390024003,17.88
180390024004,0.0
180390024005,3.61
180390026001,15.49
180390026002,0.0
180390026003,3.99
180390026004,23.67
180390026005,18.73
180390027001,3.48
180390027002,12.26
180390027003,9.23
180390029001,25.93
180390029002,11.87
180390029003,2.29
180390029004,0.0
180390029005,0.0
180910401001,0.0
180910401002,6.08
180910403001,1.4
180910403002,0.0
180910403003,4.42
180910404001,5.88
180910404002,1.65
180910404003,7.51
180910405001,3.26
180910405002,0.0
180910405003,3.65
180910406001,19.3
180910406002,0.92
180910406003,9.51
180910407001,2.76
180910407002,11.2
180910408001,0.0
180910408002,5.08
180910408003,0.0
180910409001,9.46
180910411001,1.86
180910411002,1.3
180910412001,0.68
180910413001,2.54
180910413002,2.4
180910414001,3.43
180910414002,16.16
180910414003,20.32
180910415001,0.97
180910415002,2.74
180910415003,1.02
180910416001,4.68
